date,day,month,year,cases,deaths,country,code,population,cases_cum,deaths_cum
2020-03-27,27,3,2020,2,0,Guinea_Bissau,GW,1874309,2,0
2020-03-28,28,3,2020,0,0,Guinea_Bissau,GW,1874309,2,0
2020-03-29,29,3,2020,0,0,Guinea_Bissau,GW,1874309,2,0
2020-03-30,30,3,2020,0,0,Guinea_Bissau,GW,1874309,2,0
2020-03-31,31,3,2020,0,0,Guinea_Bissau,GW,1874309,2,0
2020-04-01,1,4,2020,6,0,Guinea_Bissau,GW,1874309,8,0
2020-04-02,2,4,2020,1,0,Guinea_Bissau,GW,1874309,9,0
2020-04-03,3,4,2020,0,0,Guinea_Bissau,GW,1874309,9,0
2020-04-04,4,4,2020,6,0,Guinea_Bissau,GW,1874309,15,0
2020-04-05,5,4,2020,3,0,Guinea_Bissau,GW,1874309,18,0
2020-04-06,6,4,2020,0,0,Guinea_Bissau,GW,1874309,18,0
2020-04-07,7,4,2020,15,0,Guinea_Bissau,GW,1874309,33,0
2020-04-08,8,4,2020,0,0,Guinea_Bissau,GW,1874309,33,0
2020-04-09,9,4,2020,0,0,Guinea_Bissau,GW,1874309,33,0
2020-04-10,10,4,2020,2,0,Guinea_Bissau,GW,1874309,35,0
2020-04-11,11,4,2020,0,0,Guinea_Bissau,GW,1874309,35,0
2020-04-12,12,4,2020,3,0,Guinea_Bissau,GW,1874309,38,0
2020-04-13,13,4,2020,1,0,Guinea_Bissau,GW,1874309,39,0
2020-04-14,14,4,2020,0,0,Guinea_Bissau,GW,1874309,39,0
