date,day,month,year,cases,deaths,country,code,population,cases_cum,deaths_cum
2019-12-31,31,12,2019,0,0,Malaysia,MY,31528585,0,0
2020-01-01,1,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-02,2,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-03,3,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-04,4,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-05,5,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-06,6,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-07,7,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-08,8,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-09,9,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-10,10,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-11,11,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-12,12,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-13,13,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-14,14,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-15,15,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-16,16,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-17,17,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-18,18,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-19,19,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-20,20,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-21,21,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-22,22,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-23,23,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-24,24,1,2020,0,0,Malaysia,MY,31528585,0,0
2020-01-25,25,1,2020,3,0,Malaysia,MY,31528585,3,0
2020-01-26,26,1,2020,1,0,Malaysia,MY,31528585,4,0
2020-01-27,27,1,2020,0,0,Malaysia,MY,31528585,4,0
2020-01-28,28,1,2020,0,0,Malaysia,MY,31528585,4,0
2020-01-29,29,1,2020,3,0,Malaysia,MY,31528585,7,0
2020-01-30,30,1,2020,0,0,Malaysia,MY,31528585,7,0
2020-01-31,31,1,2020,1,0,Malaysia,MY,31528585,8,0
2020-02-01,1,2,2020,0,0,Malaysia,MY,31528585,8,0
2020-02-02,2,2,2020,0,0,Malaysia,MY,31528585,8,0
2020-02-03,3,2,2020,0,0,Malaysia,MY,31528585,8,0
2020-02-04,4,2,2020,0,0,Malaysia,MY,31528585,8,0
2020-02-05,5,2,2020,2,0,Malaysia,MY,31528585,10,0
2020-02-06,6,2,2020,2,0,Malaysia,MY,31528585,12,0
2020-02-07,7,2,2020,2,0,Malaysia,MY,31528585,14,0
2020-02-08,8,2,2020,1,0,Malaysia,MY,31528585,15,0
2020-02-09,9,2,2020,1,0,Malaysia,MY,31528585,16,0
2020-02-10,10,2,2020,2,0,Malaysia,MY,31528585,18,0
2020-02-11,11,2,2020,0,0,Malaysia,MY,31528585,18,0
2020-02-12,12,2,2020,0,0,Malaysia,MY,31528585,18,0
2020-02-13,13,2,2020,0,0,Malaysia,MY,31528585,18,0
2020-02-14,14,2,2020,1,0,Malaysia,MY,31528585,19,0
2020-02-15,15,2,2020,2,0,Malaysia,MY,31528585,21,0
2020-02-16,16,2,2020,1,0,Malaysia,MY,31528585,22,0
2020-02-17,17,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-18,18,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-19,19,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-20,20,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-21,21,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-22,22,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-23,23,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-24,24,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-25,25,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-26,26,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-27,27,2,2020,0,0,Malaysia,MY,31528585,22,0
2020-02-28,28,2,2020,1,0,Malaysia,MY,31528585,23,0
2020-02-29,29,2,2020,2,0,Malaysia,MY,31528585,25,0
2020-03-01,1,3,2020,0,0,Malaysia,MY,31528585,25,0
2020-03-02,2,3,2020,4,0,Malaysia,MY,31528585,29,0
2020-03-04,4,3,2020,7,0,Malaysia,MY,31528585,36,0
2020-03-05,5,3,2020,14,0,Malaysia,MY,31528585,50,0
2020-03-06,6,3,2020,0,0,Malaysia,MY,31528585,50,0
2020-03-07,7,3,2020,33,0,Malaysia,MY,31528585,83,0
2020-03-08,8,3,2020,10,0,Malaysia,MY,31528585,93,0
2020-03-09,9,3,2020,6,0,Malaysia,MY,31528585,99,0
2020-03-10,10,3,2020,18,0,Malaysia,MY,31528585,117,0
2020-03-11,11,3,2020,12,0,Malaysia,MY,31528585,129,0
2020-03-12,12,3,2020,20,0,Malaysia,MY,31528585,149,0
2020-03-13,13,3,2020,9,0,Malaysia,MY,31528585,158,0
2020-03-14,14,3,2020,39,0,Malaysia,MY,31528585,197,0
2020-03-15,15,3,2020,41,0,Malaysia,MY,31528585,238,0
2020-03-16,16,3,2020,190,0,Malaysia,MY,31528585,428,0
2020-03-17,17,3,2020,125,0,Malaysia,MY,31528585,553,0
2020-03-18,18,3,2020,120,2,Malaysia,MY,31528585,673,2
2020-03-19,19,3,2020,117,0,Malaysia,MY,31528585,790,2
2020-03-20,20,3,2020,110,0,Malaysia,MY,31528585,900,2
2020-03-21,21,3,2020,130,0,Malaysia,MY,31528585,1030,2
2020-03-22,22,3,2020,153,2,Malaysia,MY,31528585,1183,4
2020-03-23,23,3,2020,123,6,Malaysia,MY,31528585,1306,10
2020-03-24,24,3,2020,212,4,Malaysia,MY,31528585,1518,14
2020-03-25,25,3,2020,106,1,Malaysia,MY,31528585,1624,15
2020-03-26,26,3,2020,172,4,Malaysia,MY,31528585,1796,19
2020-03-27,27,3,2020,235,4,Malaysia,MY,31528585,2031,23
2020-03-28,28,3,2020,130,3,Malaysia,MY,31528585,2161,26
2020-03-29,29,3,2020,159,1,Malaysia,MY,31528585,2320,27
2020-03-30,30,3,2020,150,7,Malaysia,MY,31528585,2470,34
2020-03-31,31,3,2020,156,3,Malaysia,MY,31528585,2626,37
2020-04-01,1,4,2020,0,0,Malaysia,MY,31528585,2626,37
2020-04-02,2,4,2020,282,8,Malaysia,MY,31528585,2908,45
2020-04-03,3,4,2020,208,5,Malaysia,MY,31528585,3116,50
2020-04-04,4,4,2020,217,3,Malaysia,MY,31528585,3333,53
2020-04-05,5,4,2020,150,4,Malaysia,MY,31528585,3483,57
2020-04-06,6,4,2020,179,4,Malaysia,MY,31528585,3662,61
2020-04-07,7,4,2020,131,1,Malaysia,MY,31528585,3793,62
2020-04-08,8,4,2020,170,1,Malaysia,MY,31528585,3963,63
2020-04-09,9,4,2020,156,2,Malaysia,MY,31528585,4119,65
2020-04-10,10,4,2020,109,2,Malaysia,MY,31528585,4228,67
2020-04-11,11,4,2020,118,3,Malaysia,MY,31528585,4346,70
2020-04-12,12,4,2020,184,3,Malaysia,MY,31528585,4530,73
2020-04-13,13,4,2020,153,3,Malaysia,MY,31528585,4683,76
2020-04-14,14,4,2020,134,1,Malaysia,MY,31528585,4817,77
